date,close,news
2010/11/17,0.2299,
2010/11/18,0.2678,
2010/11/19,0.28,
2010/11/20,0.283,
2010/11/21,0.2767,
2010/11/22,0.2879,
2010/11/23,0.2829,
2010/11/24,0.283,
2010/11/25,0.28,
2010/11/26,0.2844,
2010/11/27,0.283,
2010/11/28,0.27,
2010/11/29,0.2299,
2010/11/30,0.2082,
2010/12/1,0.2275,
2010/12/2,0.255,
2010/12/3,0.251,
2010/12/4,0.205,
2010/12/5,0.19,
2010/12/6,0.204,
2010/12/7,0.233,
2010/12/8,0.2388,
2010/12/9,0.2,
2010/12/10,0.204,
2010/12/11,0.228,
2010/12/12,0.22,
2010/12/13,0.2299,
2010/12/14,0.2467,
2010/12/15,0.238,
2010/12/16,0.25,
2010/12/17,0.24,
2010/12/18,0.241,
2010/12/19,0.2401,
2010/12/20,0.267,
2010/12/21,0.24,
2010/12/22,0.25,
2010/12/23,0.25,
2010/12/24,0.248,
2010/12/25,0.2499,
2010/12/26,0.265,
2010/12/27,0.265,
2010/12/28,0.281,
2010/12/29,0.3,
2010/12/30,0.3,
2010/12/31,0.3,
2011/1/1,0.3,
2011/1/2,0.3,
2011/1/3,0.295,
2011/1/4,0.2989,
2011/1/5,0.299,
2011/1/6,0.298,
2011/1/7,0.32,
2011/1/8,0.3229,
2011/1/9,0.323,
2011/1/10,0.3266,
2011/1/11,0.3266,
2011/1/12,0.3188,
2011/1/13,0.3176,
2011/1/14,0.4,
2011/1/15,0.386,
2011/1/16,0.3868,
2011/1/17,0.3495,
2011/1/18,0.313,
2011/1/19,0.313,
2011/1/20,0.39,
2011/1/21,0.4199,
2011/1/22,0.4443,
2011/1/23,0.4424,
2011/1/24,0.4199,
2011/1/25,0.41,
2011/1/26,0.417,
2011/1/27,0.4212,
2011/1/28,0.446,
2011/1/29,0.439,
2011/1/30,0.4799,
2011/1/31,0.52,
2011/2/1,0.7,
2011/2/2,0.716,
2011/2/3,0.69,
2011/2/4,0.811,
2011/2/5,0.92,
2011/2/6,0.8997,
2011/2/7,0.89,
2011/2/8,0.918,
2011/2/9,1.09,
2011/2/10,0.9803,
2011/2/11,1.07,
2011/2/12,1.08,
2011/2/13,1.05,
2011/2/14,1.07,
2011/2/15,1.05,
2011/2/16,1.05,
2011/2/17,1.04,
2011/2/18,0.8989,
2011/2/19,0.949,
2011/2/20,0.85,
2011/2/21,0.8345,
2011/2/22,0.8702,
2011/2/23,0.9,
2011/2/24,0.9974,
2011/2/25,0.9111,
2011/2/26,0.958,
2011/2/27,0.89,
2011/2/28,0.86,
2011/3/1,0.9202,
2011/3/2,0.9399,
2011/3/3,0.9391,
2011/3/4,0.901,
2011/3/5,0.9103,
2011/3/6,0.8999,"全网计算速度达900Ghash/SEC,但很快又下跌了40%，挖矿进入显卡时代 "
2011/3/7,0.885,
2011/3/8,0.87,
2011/3/9,0.8645,
2011/3/10,0.9329,
2011/3/11,0.88,
2011/3/12,0.918,
2011/3/13,0.8925,
2011/3/14,0.8949,
2011/3/15,0.87,
2011/3/16,0.86,
2011/3/17,0.8254,
2011/3/18,0.8165,
2011/3/19,0.765,
2011/3/20,0.7411,
2011/3/21,0.759,
2011/3/22,0.809,
2011/3/23,0.8497,
2011/3/24,0.8669,
2011/3/25,0.8838,
2011/3/26,0.8552,
2011/3/27,0.82,
2011/3/28,0.799,
2011/3/29,0.7925,
2011/3/30,0.7897,
2011/3/31,0.7846,
2011/4/1,0.7741,
2011/4/2,0.782,
2011/4/3,0.779,
2011/4/4,0.68,
2011/4/5,0.71,
2011/4/6,0.74,
2011/4/7,0.7538,
2011/4/8,0.75,
2011/4/9,0.73,
2011/4/10,0.7369,
2011/4/11,0.77,
2011/4/12,0.86,
2011/4/13,0.9225,
2011/4/14,1,
2011/4/15,0.9899,
2011/4/16,1.05,《时代周刊》发表了关于比特币的文章，《福布斯》的“加密货币”报导问世 中本聪发出最后一封电邮后彻底消失
2011/4/17,1.11,
2011/4/18,1.16,
2011/4/19,1.2,
2011/4/20,1.14,
2011/4/21,1.21,
2011/4/22,1.41,
2011/4/23,1.7,
2011/4/24,1.63,
2011/4/25,1.56,
2011/4/26,1.79,
2011/4/27,1.9,
2011/4/28,2.21,
2011/4/29,2.88,
2011/4/30,3.5,
2011/5/1,3.03,
2011/5/2,3.2,
2011/5/3,3.41,
2011/5/4,3.41,
2011/5/5,3.33,
2011/5/6,3.45,
2011/5/7,3.64,
2011/5/8,3.87,
2011/5/9,3.8,
2011/5/10,5.81,
2011/5/11,5.5,
2011/5/12,6.3,
2011/5/13,8.2,
2011/5/14,7.2,
2011/5/15,6.99,
2011/5/16,8.03,
2011/5/17,7.19,
2011/5/18,6.88,
2011/5/19,6.81,
2011/5/20,5.59,
2011/5/21,6.12,
2011/5/22,6.69,
2011/5/23,7.15,
2011/5/24,7.42,
2011/5/25,8.4,
2011/5/26,8.8,
2011/5/27,8.5,
2011/5/28,8.3,
2011/5/29,8.43,
2011/5/30,8.8,
2011/5/31,8.74,
2011/6/1,9.57,
2011/6/2,10.6,
2011/6/3,14.29,
2011/6/4,18.89,
2011/6/5,16.7,
2011/6/6,18.55,
2011/6/7,23.92,
2011/6/8,29.6,
2011/6/9,28.92,
2011/6/10,23.95,
2011/6/11,14.65,
2011/6/12,18.55,
2011/6/13,19.84,
2011/6/14,19.28,
2011/6/15,19.49,
2011/6/16,17,
2011/6/17,15.68,
2011/6/18,16.89,
2011/6/19,17.51,
2011/6/20,17.51,
2011/6/21,17.51,
2011/6/22,17.51,
2011/6/23,17.51,
2011/6/24,17.51,
2011/6/25,17.51,
2011/6/26,16.45,
2011/6/27,16.75,
2011/6/28,16.95,
2011/6/29,16.85,
2011/6/30,16.1,
2011/7/1,15.4,
2011/7/2,15.4,
2011/7/3,15.44,
2011/7/4,13.86,
2011/7/5,12.91,
2011/7/6,14.78,
2011/7/7,14.78,
2011/7/8,14.31,
2011/7/9,14.38,
2011/7/10,14.9,
2011/7/11,14.21,
2011/7/12,14.01,
2011/7/13,13.95,
2011/7/14,13.99,
2011/7/15,13.81,
2011/7/16,13.72,
2011/7/17,13.16,
2011/7/18,13.48,
2011/7/19,13.85,
2011/7/20,13.69,
2011/7/21,13.61,
2011/7/22,13.7,
2011/7/23,13.68,
2011/7/24,13.98,
2011/7/25,14.05,
2011/7/26,13.88,
2011/7/27,13.94,
2011/7/28,13.49,
2011/7/29,13.5,
2011/7/30,13.53,
2011/7/31,13.35,
2011/8/1,13.09,
2011/8/2,12.05,
2011/8/3,9.26,
2011/8/4,10.75,
2011/8/5,9.8,
2011/8/6,6.55,
2011/8/7,7.9,
2011/8/8,7.8,
2011/8/9,9.99,
2011/8/10,9.98,
2011/8/11,9.46,
2011/8/12,9.46,
2011/8/13,10.13,
2011/8/14,10.8,
2011/8/15,11.15,
2011/8/16,10.96,
2011/8/17,10.95,
2011/8/18,10.83,
2011/8/19,11.65,
2011/8/20,11.45,第一次比特币会议和世博会在纽约召开
2011/8/21,11.31,
2011/8/22,10.9,
2011/8/23,10.94,
2011/8/24,10.85,
2011/8/25,9.66,
2011/8/26,8.18,
2011/8/27,8.59,
2011/8/28,9.07,
2011/8/29,8.97,
2011/8/30,8.79,
2011/8/31,8.2,
2011/9/1,8.21,
2011/9/2,8.64,
2011/9/3,8.48,
2011/9/4,8.18,
2011/9/5,7.61,
2011/9/6,6.86,
2011/9/7,7.19,
2011/9/8,6.53,
2011/9/9,5.03,
2011/9/10,4.77,
2011/9/11,5.86,
2011/9/12,6.08,
2011/9/13,5.8,
2011/9/14,5.62,
2011/9/15,4.84,
2011/9/16,4.82,
2011/9/17,4.77,
2011/9/18,5.2,
2011/9/19,5.46,
2011/9/20,6.11,
2011/9/21,5.61,
2011/9/22,5.43,
2011/9/23,5.55,
2011/9/24,5.47,
2011/9/25,5.33,
2011/9/26,4.87,
2011/9/27,4.92,
2011/9/28,4.77,
2011/9/29,4.78,
2011/9/30,5.14,
2011/10/1,5.03,
2011/10/2,5.03,
2011/10/3,5.02,
2011/10/4,4.96,
2011/10/5,4.87,
2011/10/6,4.73,
2011/10/7,4.27,
2011/10/8,4.01,
2011/10/9,4.1,
2011/10/10,4.1,
2011/10/11,3.93,
2011/10/12,4.15,
2011/10/13,4.05,
2011/10/14,3.99,
2011/10/15,3.84,
2011/10/16,3.56,
2011/10/17,2.56,
2011/10/18,2.42,
2011/10/19,2.27,
2011/10/20,2.35,
2011/10/21,2.57,
2011/10/22,3.16,
2011/10/23,3.17,
2011/10/24,2.55,
2011/10/25,2.77,
2011/10/26,2.77,
2011/10/27,3.04,
2011/10/28,3.19,
2011/10/29,3.58,
2011/10/30,3.27,
2011/10/31,3.25,
2011/11/1,3.15,
2011/11/2,3.25,
2011/11/3,3.15,
2011/11/4,3.11,
2011/11/5,2.97,
2011/11/6,2.96,
2011/11/7,3.01,
2011/11/8,3.04,
2011/11/9,2.95,
2011/11/10,2.84,
2011/11/11,3.08,
2011/11/12,3.03,
2011/11/13,3,
2011/11/14,2.22,
2011/11/15,2.33,
2011/11/16,2.56,
2011/11/17,2.25,
2011/11/18,2.05,
2011/11/19,2.2,
2011/11/20,2.2,
2011/11/21,2.29,
2011/11/22,2.33,
2011/11/23,2.33,
2011/11/24,2.43,
2011/11/25,2.51,
2011/11/26,2.47,
2011/11/27,2.48,
2011/11/28,2.55,
2011/11/29,2.75,
2011/11/30,2.97,
2011/12/1,3.06,
2011/12/2,3.12,
2011/12/3,2.79,
2011/12/4,2.83,
2011/12/5,2.88,
2011/12/6,3.03,
2011/12/7,2.99,
2011/12/8,2.98,
2011/12/9,2.97,
2011/12/10,3.05,
2011/12/11,3.25,
2011/12/12,3.14,
2011/12/13,3.25,
2011/12/14,3.15,
2011/12/15,3.2,
2011/12/16,3.2,
2011/12/17,3.2,
2011/12/18,3.19,
2011/12/19,3.52,
2011/12/20,3.95,
2011/12/21,3.89,
2011/12/22,3.89,
2011/12/23,3.95,
2011/12/24,3.94,
2011/12/25,4.22,
2011/12/26,4.02,
2011/12/27,4.07,
2011/12/28,4.19,
2011/12/29,4.17,
2011/12/30,4.25,
2011/12/31,4.72,
2012/1/1,5.27,
2012/1/2,5.22,
2012/1/3,4.88,
2012/1/4,5.57,
2012/1/5,6.95,
2012/1/6,6.7,
2012/1/7,6.81,
2012/1/8,7.11,
2012/1/9,6.33,
2012/1/10,6.36,
2012/1/11,6.9,
2012/1/12,6.8,
2012/1/13,6.41,
2012/1/14,6.75,
2012/1/15,7,
2012/1/16,6.68,
2012/1/17,5.6,
2012/1/18,5.92,
2012/1/19,6.36,
2012/1/20,6.49,
2012/1/21,6.18,
2012/1/22,6.31,
2012/1/23,6.36,
2012/1/24,6.29,
2012/1/25,5.75,
2012/1/26,5.34,
2012/1/27,5.29,
2012/1/28,5.63,
2012/1/29,5.38,
2012/1/30,5.49,
2012/1/31,5.48,
2012/2/1,6.08,
2012/2/2,6.1,
2012/2/3,5.96,
2012/2/4,5.87,
2012/2/5,5.69,
2012/2/6,5.45,
2012/2/7,5.69,
2012/2/8,5.6,
2012/2/9,5.83,
2012/2/10,5.91,
2012/2/11,5.6,
2012/2/12,5.51,
2012/2/13,5.26,
2012/2/14,4.46,
2012/2/15,4.33,
2012/2/16,4.27,
2012/2/17,4.41,
2012/2/18,4.22,
2012/2/19,4.39,
2012/2/20,4.36,
2012/2/21,4.27,
2012/2/22,4.42,
2012/2/23,5.01,
2012/2/24,5.03,
2012/2/25,4.77,
2012/2/26,4.92,
2012/2/27,4.96,
2012/2/28,4.87,
2012/2/29,4.86,
2012/3/1,4.92,"由于网站托管供应商Linode的服务器超级管理密码泄露，价值228,845美元的46703比特币失窃"
2012/3/2,4.7,
2012/3/3,4.61,
2012/3/4,4.82,
2012/3/5,4.98,
2012/3/6,4.99,
2012/3/7,4.94,
2012/3/8,4.93,
2012/3/9,4.86,
2012/3/10,4.83,
2012/3/11,4.91,
2012/3/12,4.89,
2012/3/13,5.27,
2012/3/14,5.38,
2012/3/15,5.33,
2012/3/16,5.34,
2012/3/17,5.22,
2012/3/18,5.28,
2012/3/19,4.69,
2012/3/20,4.84,
2012/3/21,4.81,
2012/3/22,4.7,
2012/3/23,4.69,
2012/3/24,4.68,
2012/3/25,4.55,
2012/3/26,4.62,
2012/3/27,4.81,
2012/3/28,4.79,
2012/3/29,4.81,
2012/3/30,4.86,
2012/3/31,4.91,
2012/4/1,4.83,
2012/4/2,4.97,
2012/4/3,4.95,
2012/4/4,4.91,
2012/4/5,4.92,
2012/4/6,4.95,
2012/4/7,4.69,
2012/4/8,4.79,
2012/4/9,4.87,
2012/4/10,4.84,
2012/4/11,4.93,
2012/4/12,4.92,
2012/4/13,4.94,
2012/4/14,4.96,
2012/4/15,4.97,
2012/4/16,4.93,
2012/4/17,4.98,
2012/4/18,5.12,
2012/4/19,5.14,
2012/4/20,5.35,
2012/4/21,5.26,
2012/4/22,5.2,
2012/4/23,4.96,
2012/4/24,5.1,
2012/4/25,5.13,
2012/4/26,5.1,
2012/4/27,5.11,
2012/4/28,4.98,
2012/4/29,4.9,
2012/4/30,4.95,
2012/5/1,5,
2012/5/2,5.07,
2012/5/3,5.13,
2012/5/4,5.07,
2012/5/5,5.08,
2012/5/6,5.05,
2012/5/7,5.06,
2012/5/8,5.05,
2012/5/9,5.04,
2012/5/10,4.85,
2012/5/11,4.96,
2012/5/12,4.95,
2012/5/13,4.93,
2012/5/14,5.01,
2012/5/15,5.04,
2012/5/16,5.09,
2012/5/17,5.1,
2012/5/18,5.12,
2012/5/19,5.1,
2012/5/20,5.09,
2012/5/21,5.1,
2012/5/22,5.1,
2012/5/23,5.14,
2012/5/24,5.12,
2012/5/25,5.15,
2012/5/26,5.1,
2012/5/27,5.14,
2012/5/28,5.14,
2012/5/29,5.15,
2012/5/30,5.14,
2012/5/31,5.18,
2012/6/1,5.27,
2012/6/2,5.25,
2012/6/3,5.21,
2012/6/4,5.27,
2012/6/5,5.44,
2012/6/6,5.46,
2012/6/7,5.59,
2012/6/8,5.63,
2012/6/9,5.56,
2012/6/10,5.47,
2012/6/11,5.57,
2012/6/12,5.7,
2012/6/13,5.93,
2012/6/14,5.95,
2012/6/15,6.5,
2012/6/16,6.4,
2012/6/17,6.16,
2012/6/18,6.31,
2012/6/19,6.5,
2012/6/20,6.67,
2012/6/21,6.68,
2012/6/22,6.55,
2012/6/23,6.43,
2012/6/24,6.35,
2012/6/25,6.3,
2012/6/26,6.42,
2012/6/27,6.65,
2012/6/28,6.61,
2012/6/29,6.65,
2012/6/30,6.69,
2012/7/1,6.63,
2012/7/2,6.76,
2012/7/3,6.45,
2012/7/4,6.51,
2012/7/5,6.67,
2012/7/6,6.65,
2012/7/7,6.76,
2012/7/8,6.8,
2012/7/9,7.02,
2012/7/10,7.2,
2012/7/11,7.15,
2012/7/12,7.76,
2012/7/13,7.67,
2012/7/14,7.54,
2012/7/15,7.62,
2012/7/16,8.5,
2012/7/17,8.8,
2012/7/18,9.11,
2012/7/19,8.87,
2012/7/20,8.52,
2012/7/21,8.85,
2012/7/22,8.41,
2012/7/23,8.45,
2012/7/24,8.6,
2012/7/25,8.8,
2012/7/26,8.9,
2012/7/27,8.9,
2012/7/28,8.89,
2012/7/29,8.71,
2012/7/30,9.1,
2012/7/31,9.35,
2012/8/1,9.55,
2012/8/2,10.53,
2012/8/3,10.97,
2012/8/4,10.98,
2012/8/5,10.87,
2012/8/6,10.86,
2012/8/7,11.1,
2012/8/8,11.06,
2012/8/9,11.06,
2012/8/10,11.39,
2012/8/11,11.51,
2012/8/12,11.62,
2012/8/13,12.04,
2012/8/14,12.19,
2012/8/15,13.25,
2012/8/16,13.5,
2012/8/17,11.58,
2012/8/18,11.61,
2012/8/19,8,
2012/8/20,10.1,
2012/8/21,9.92,
2012/8/22,9.81,
2012/8/23,10.1,
2012/8/24,10.6,
2012/8/25,10.52,
2012/8/26,10.61,
2012/8/27,10.95,
2012/8/28,10.94,
2012/8/29,10.92,
2012/8/30,10.78,
2012/8/31,10.16,
2012/9/1,9.97,
2012/9/2,10.2,
2012/9/3,10.53,
2012/9/4,10.38,
2012/9/5,11,
2012/9/6,11.18,
2012/9/7,11,
2012/9/8,11.04,
2012/9/9,11.02,
2012/9/10,11.17,
2012/9/11,11.33,
2012/9/12,11.36,
2012/9/13,11.4,
2012/9/14,11.67,
2012/9/15,11.75,
2012/9/16,11.87,
2012/9/17,11.89,
2012/9/18,12.25,
2012/9/19,12.57,
2012/9/20,12.28,
2012/9/21,12.37,
2012/9/22,12.24,
2012/9/23,12.19,
2012/9/24,12.1,
2012/9/25,12.2,
2012/9/26,12.27,
2012/9/27,12.31,比特币基金会创立
2012/9/28,12.39,
2012/9/29,12.36,
2012/9/30,12.4,
2012/10/1,12.4,
2012/10/2,12.84,
2012/10/3,12.89,
2012/10/4,12.85,
2012/10/5,12.69,
2012/10/6,12.51,
2012/10/7,11.8,
2012/10/8,11.78,
2012/10/9,11.9,
2012/10/10,12.12,
2012/10/11,12.03,
2012/10/12,12,
2012/10/13,11.86,
2012/10/14,11.74,
2012/10/15,11.84,
2012/10/16,11.85,
2012/10/17,11.81,
2012/10/18,11.94,
2012/10/19,11.74,
2012/10/20,11.74,
2012/10/21,11.63,
2012/10/22,11.71,
2012/10/23,11.65,
2012/10/24,11.65,
2012/10/25,10.86,
2012/10/26,10.17,
2012/10/27,10.26,
2012/10/28,10.7,
2012/10/29,10.6,
2012/10/30,10.89,
2012/10/31,11.2,
2012/11/1,10.57,
2012/11/2,10.47,
2012/11/3,10.64,
2012/11/4,10.8,
2012/11/5,10.75,
2012/11/6,10.9,
2012/11/7,10.92,
2012/11/8,10.93,
2012/11/9,10.82,
2012/11/10,10.89,
2012/11/11,10.87,
2012/11/12,11.01,
2012/11/13,10.95,
2012/11/14,10.95,
2012/11/15,11.2,
2012/11/16,11.75,
2012/11/17,11.79,
2012/11/18,11.65,
2012/11/19,11.8,
2012/11/20,11.73,
2012/11/21,11.77,
2012/11/22,12.42,
2012/11/23,12.35,
2012/11/24,12.41,
2012/11/25,12.48,
2012/11/26,12.25,
2012/11/27,12.2,
2012/11/28,12.35,区块供应量首次减半调整，从此前每10分钟50个减至25个。同时比特币发行量占到发行总量2100万的一半
2012/11/29,12.45,
2012/11/30,12.57,
2012/12/1,12.56,
2012/12/2,12.5,
2012/12/3,12.68,
2012/12/4,13.41,
2012/12/5,13.38,
2012/12/6,13.3,
2012/12/7,13.5,
2012/12/8,13.42,
2012/12/9,13.39,
2012/12/10,13.43,
2012/12/11,13.56,
2012/12/12,13.7,
2012/12/13,13.7,
2012/12/14,13.6,
2012/12/15,13.49,
2012/12/16,13.3,
2012/12/17,13.25,
2012/12/18,13.3,
2012/12/19,13.6,
2012/12/20,13.52,
2012/12/21,13.5,
2012/12/22,13.37,
2012/12/23,13.31,
2012/12/24,13.38,
2012/12/25,13.35,
2012/12/26,13.47,
2012/12/27,13.42,
2012/12/28,13.42,
2012/12/29,13.4,
2012/12/30,13.45,
2012/12/31,13.51,
2013/1/1,13.3,阿瓦隆第一批特定应用集成电路ASIC矿机出货，全网算力飙涨，GPU、FPGA挖矿成为历史
2013/1/2,13.28,
2013/1/3,13.4,
2013/1/4,13.5,
2013/1/5,13.44,
2013/1/6,13.45,
2013/1/7,13.59,
2013/1/8,13.74,
2013/1/9,13.77,
2013/1/10,14.14,
2013/1/11,14.14,
2013/1/12,14.24,
2013/1/13,14.12,
2013/1/14,14.3,
2013/1/15,14.25,
2013/1/16,14.73,
2013/1/17,15.5,
2013/1/18,15.7,
2013/1/19,15.62,
2013/1/20,15.7,
2013/1/21,16.8,
2013/1/22,17.26,
2013/1/23,17.5,
2013/1/24,16.9,
2013/1/25,17.4,
2013/1/26,17.88,
2013/1/27,17.82,
2013/1/28,18.72,
2013/1/29,19.53,
2013/1/30,19.7,
2013/1/31,20.41,
2013/2/1,20.5,
2013/2/2,19.63,
2013/2/3,20.59,
2013/2/4,20.43,
2013/2/5,20.6,
2013/2/6,21.18,
2013/2/7,22.15,
2013/2/8,22.66,
2013/2/9,23.65,
2013/2/10,23.97,
2013/2/11,24.65,
2013/2/12,25.17,
2013/2/13,24.2,
2013/2/14,27.22,
2013/2/15,27.1,
2013/2/16,27.22,
2013/2/17,26.81,
2013/2/18,26.95,
2013/2/19,29.42,
2013/2/20,29.65,
2013/2/21,29.75,
2013/2/22,30.25,
2013/2/23,29.8,
2013/2/24,29.89,
2013/2/25,30.4,
2013/2/26,31.1,
2013/2/27,30.9,
2013/2/28,33.38,
2013/3/1,34.5,
2013/3/2,34.25,
2013/3/3,34.5,
2013/3/4,36.15,
2013/3/5,40.33,
2013/3/6,41.02,
2013/3/7,42,
2013/3/8,44.18,
2013/3/9,46.85,
2013/3/10,46,
2013/3/11,48.4,
2013/3/12,44.29,
2013/3/13,46.92,
2013/3/14,47.17,
2013/3/15,46.95,
2013/3/16,47,
2013/3/17,47.4,
2013/3/18,51.6,美国财政部金融犯罪执法系统FinCEN发布了虚拟货币个人监管管理《条例》，首次阐明了虚拟货币参与各方权利
2013/3/19,59.14,
2013/3/20,64.49,
2013/3/21,70.85,
2013/3/22,69.87,
2013/3/23,64.35,
2013/3/24,71.5,
2013/3/25,73.6,
2013/3/26,78.5,
2013/3/27,88.92,
2013/3/28,86.18,
2013/3/29,90.5,
2013/3/30,92.19,
2013/3/31,93.03,
2013/4/1,104,
2013/4/2,117.98,
2013/4/3,135,
2013/4/4,132.12,
2013/4/5,142.32,
2013/4/6,142.63,
2013/4/7,162.3,
2013/4/8,187.5,
2013/4/9,230,
2013/4/10,165,BTC价格创下266美元的历史最高价
2013/4/11,124.9,
2013/4/12,117,
2013/4/13,93,
2013/4/14,90,
2013/4/15,82.39,
2013/4/16,68.36,
2013/4/17,93.07,
2013/4/18,109.01,
2013/4/19,118.48,
2013/4/20,126.62,四川芦山地震当天，李笑来在bitcoin官网发起对灾区的比特币捐赠，中国NGO壹基金此后宣称共计收到捐赠比特币233个，市值22万人民币
2013/4/21,119.2,
2013/4/22,127.4,
2013/4/23,143.48,
2013/4/24,154.2,
2013/4/25,141.71,
2013/4/26,136.9,
2013/4/27,128,
2013/4/28,134.44,
2013/4/29,144,
2013/4/30,139.23,
2013/5/1,116.38,
2013/5/2,106.25,
2013/5/3,98.1,中国央视《经济半小时》比较客观地向中国观众第一次介绍了比特币这个“新生事物”
2013/5/4,112.9,
2013/5/5,115.98,
2013/5/6,112.25,
2013/5/7,109.6,
2013/5/8,113.2,
2013/5/9,112.8,
2013/5/10,117.7,
2013/5/11,115.64,
2013/5/12,114.82,
2013/5/13,117.98,
2013/5/14,111.4,
2013/5/15,114.22,
2013/5/16,118.21,
2013/5/17,123.5,
2013/5/18,123.21,
2013/5/19,122.5,
2013/5/20,122.02,
2013/5/21,122.89,
2013/5/22,123.8,
2013/5/23,126.3,
2013/5/24,133.1,
2013/5/25,131.99,
2013/5/26,133.5,
2013/5/27,129.77,
2013/5/28,129,
2013/5/29,132.25,
2013/5/30,128.8,
2013/5/31,128.82,
2013/6/1,129.3,
2013/6/2,122.5,
2013/6/3,120.74,
2013/6/4,121.4,
2013/6/5,121.9,
2013/6/6,118.97,
2013/6/7,111,
2013/6/8,107.89,
2013/6/9,100.44,
2013/6/10,106.35,
2013/6/11,109,
2013/6/12,108.78,
2013/6/13,103.95,
2013/6/14,100,
2013/6/15,99.8,
2013/6/16,99.9,
2013/6/17,101.95,
2013/6/18,107.35,
2013/6/19,108.25,
2013/6/20,111.29,
2013/6/21,109.5,
2013/6/22,108.2,
2013/6/23,107.9,
2013/6/24,102.09,
2013/6/25,103.33,
2013/6/26,104,
2013/6/27,101.74,德国议会作出决定：持有比特币一年以上将予以免税
2013/6/28,94.66,
2013/6/29,95,
2013/6/30,97.51,
2013/7/1,88.05,
2013/7/2,90.41,
2013/7/3,78.89,
2013/7/4,80.04,
2013/7/5,68.5,
2013/7/6,69.66,
2013/7/7,76.5,
2013/7/8,76,
2013/7/9,76.7,
2013/7/10,88,
2013/7/11,88.98,
2013/7/12,93.99,
2013/7/13,98.32,
2013/7/14,94.42,
2013/7/15,98.89,
2013/7/16,97.1,
2013/7/17,98.5,
2013/7/18,90.07,
2013/7/19,92,
2013/7/20,89.82,
2013/7/21,92,
2013/7/22,91.6,
2013/7/23,95.56,
2013/7/24,95.09,
2013/7/25,96.95,
2013/7/26,96.02,
2013/7/27,94.4,
2013/7/28,98.78,
2013/7/29,101.48,
2013/7/30,107.96,泰国央行禁止购买、出售比特币以及任何附带比特币的商品和服务，禁止接受或向泰国境外人士移交比特币
2013/7/31,106.21,
2013/8/1,104,
